Código Comuna hasta 1999;Código Comuna desde 2000;Código Comuna desde 2008;Código Comuna desde 2010;Nombre Comuna;Código Comuna desde 2000;Código Comuna desde 2008;Código Comuna desde 2010;Provincia desde 2000;Código Comuna desde 2010;Código Provincia desde 2000;Provincia desde 2008;Código Provincia desde 2008;Provincia desde 2010;Código Provincia desde 2010;Nombre Región desde 2000;Código Región desde 2000;Nombre Región desde 2008;Código Región desde 2008;Nombre Servicio de Salud hasta 2007;Código Servicio Salud hasta 2007;Nombre Servicio de Salud desde 2008;Código Servicio Salud desde 2008
571;11202;11202;11202;Cisnes;11202;11202;11202;Aisén  ;11202;112;Aisén  ;112;Aisén  ;112;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
572;11203;11203;11203;Guaitecas;11203;11203;11203;Aisén  ;11203;112;Aisén  ;112;Aisén  ;112;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
580;11301;11301;11301;Cochrane;11301;11301;11301;Capitan Prat;11301;113;Capitan Prat;113;Capitan Prat;113;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
581;11302;11302;11302;O'Higgins;11302;11302;11302;Capitan Prat;11302;113;Capitan Prat;113;Capitan Prat;113;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
582;11303;11303;11303;Tortel;11303;11303;11303;Capitan Prat;11303;113;Capitan Prat;113;Capitan Prat;113;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
575;11401;11401;11401;Chile Chico;11401;11401;11401;General Carrera;11401;114;General Carrera;114;General Carrera;114;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
576;11402;11402;11402;Río Ibáñez;11402;11402;11402;General Carrera;11402;114;General Carrera;114;General Carrera;114;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
590;12101;12101;12101;Punta Arenas;12101;12101;12101;Magallanes;12101;121;Magallanes;121;Magallanes;121;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
592;12102;12102;12102;Laguna Blanca;12102;12102;12102;Magallanes;12102;121;Magallanes;121;Magallanes;121;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
591;12103;12103;12103;Río Verde;12103;12103;12103;Magallanes;12103;121;Magallanes;121;Magallanes;121;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
593;12104;12104;12104;San Gregorio;12104;12104;12104;Magallanes;12104;121;Magallanes;121;Magallanes;121;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
600;12201;12201;12201;Cabo de Hornos;12201;12201;12201;Antártica Chilena;12201;122;Antártica Chilena;122;Antártica Chilena;122;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
601;12202;12202;12202;Antártica;12202;12202;12202;Antártica Chilena;12202;122;Antártica Chilena;122;Antártica Chilena;122;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
595;12301;12301;12301;Porvenir;12301;12301;12301;Tierra del Fuego;12301;123;Tierra del Fuego;123;Tierra del Fuego;123;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
596;12302;12302;12302;Primavera;12302;12302;12302;Tierra del Fuego;12302;123;Tierra del Fuego;123;Tierra del Fuego;123;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
597;12303;12303;12303;Timaukel;12303;12303;12303;Tierra del Fuego;12303;123;Tierra del Fuego;123;Tierra del Fuego;123;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
585;12401;12401;12401;Natales;12401;12401;12401;Ultima Esperanza;12401;124;Ultima Esperanza;124;Ultima Esperanza;124;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
586;12402;12402;12402;Torres del Paine;12402;12402;12402;Ultima Esperanza;12402;124;Ultima Esperanza;124;Ultima Esperanza;124;De Magallanes y de La Antártica Chilena;12;De Magallanes y de La Antártica Chilena;12;Magallanes;26;Magallanes;26
605;13101;13101;13101;Santiago;13101;13101;13101;Santiago  ;13101;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Central;11;Metropolitano Central;11
629;13102;13102;13102;Cerrillos;13102;13102;13102;Santiago  ;13102;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Central;11;Metropolitano Central;11
634;13103;13103;13103;Cerro Navia;13103;13103;13103;Santiago  ;13103;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
607;13104;13104;13104;Conchalí;13104;13104;13104;Santiago  ;13104;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Norte;09;Metropolitano Norte;09
625;13105;13105;13105;El Bosque;13105;13105;13105;Santiago  ;13105;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
628;13106;13106;13106;Estación Central;13106;13106;13106;Santiago  ;13106;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Central;11;Metropolitano Central;11
608;13107;13107;13107;Huechuraba;13107;13107;13107;Santiago  ;13107;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Norte;09;Metropolitano Norte;09
606;13108;13108;13108;Independencia;13108;13108;13108;Santiago  ;13108;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Norte;09;Metropolitano Norte;09
624;13109;13109;13109;La Cisterna;13109;13109;13109;Santiago  ;13109;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
618;13110;13110;13110;La Florida;13110;13110;13110;Santiago  ;13110;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Suroriente;14;Metropolitano Suroriente;14
620;13111;13111;13111;La Granja;13111;13111;13111;Santiago  ;13111;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Suroriente;14;Metropolitano Suroriente;14
621;13112;13112;13112;La Pintana;13112;13112;13112;Santiago  ;13112;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Suroriente;14;Metropolitano Suroriente;14
615;13113;13113;13113;La Reina;13113;13113;13113;Santiago  ;13113;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Oriente;12;Metropolitano Oriente;12
613;13114;13114;13114;Las Condes;13114;13114;13114;Santiago  ;13114;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Oriente;12;Metropolitano Oriente;12
612;13115;13115;13115;Lo Barnechea;13115;13115;13115;Santiago  ;13115;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Oriente;12;Metropolitano Oriente;12
627;13116;13116;13116;Lo Espejo;13116;13116;13116;Santiago  ;13116;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
632;13117;13117;13117;Lo Prado;13117;13117;13117;Santiago  ;13117;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
616;13118;13118;13118;Macul;13118;13118;13118;Santiago  ;13118;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Oriente;12;Metropolitano Oriente;12
630;13119;13119;13119;Maipú;13119;13119;13119;Santiago  ;13119;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Central;11;Metropolitano Central;11
614;13120;13120;13120;Ñuñoa;13120;13120;13120;Santiago  ;13120;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Oriente;12;Metropolitano Oriente;12
626;13121;13121;13121;Pedro Aguirre Cerda;13121;13121;13121;Santiago  ;13121;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
617;13122;13122;13122;Peñalolén;13122;13122;13122;Santiago  ;13122;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Oriente;12;Metropolitano Oriente;12
610;13123;13123;13123;Providencia;13123;13123;13123;Santiago  ;13123;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Oriente;12;Metropolitano Oriente;12
633;13124;13124;13124;Pudahuel;13124;13124;13124;Santiago  ;13124;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
636;13125;13125;13125;Quilicura;13125;13125;13125;Santiago  ;13125;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Norte;09;Metropolitano Norte;09
631;13126;13126;13126;Quinta Normal;13126;13126;13126;Santiago  ;13126;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
609;13127;13127;13127;Recoleta;13127;13127;13127;Santiago  ;13127;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Norte;09;Metropolitano Norte;09
635;13128;13128;13128;Renca;13128;13128;13128;Santiago  ;13128;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
619;13129;13129;13129;San Joaquín;13129;13129;13129;Santiago  ;13129;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
623;13130;13130;13130;San Miguel;13130;13130;13130;Santiago  ;13130;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
622;13131;13131;13131;San Ramón;13131;13131;13131;Santiago  ;13131;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Suroriente;14;Metropolitano Suroriente;14
611;13132;13132;13132;Vitacura;13132;13132;13132;Santiago  ;13132;131;Santiago  ;131;Santiago  ;131;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Oriente;12;Metropolitano Oriente;12
645;13201;13201;13201;Puente Alto;13201;13201;13201;Cordillera;13201;132;Cordillera;132;Cordillera;132;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Suroriente;14;Metropolitano Suroriente;14
647;13202;13202;13202;Pirque;13202;13202;13202;Cordillera;13202;132;Cordillera;132;Cordillera;132;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Suroriente;14;Metropolitano Suroriente;14
646;13203;13203;13203;San José de Maipo;13203;13203;13203;Cordillera;13203;132;Cordillera;132;Cordillera;132;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Suroriente;14;Metropolitano Suroriente;14
640;13301;13301;13301;Colina;13301;13301;13301;Chacabuco;13301;133;Chacabuco;133;Chacabuco;133;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Norte;09;Metropolitano Norte;09
641;13302;13302;13302;Lampa;13302;13302;13302;Chacabuco;13302;133;Chacabuco;133;Chacabuco;133;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Norte;09;Metropolitano Norte;09
642;13303;13303;13303;Tiltil;13303;13303;13303;Chacabuco;13303;133;Chacabuco;133;Chacabuco;133;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Norte;09;Metropolitano Norte;09
650;13401;13401;13401;San Bernardo;13401;13401;13401;Maipo;13401;134;Maipo;134;Maipo;134;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
651;13402;13402;13402;Buin;13402;13402;13402;Maipo;13402;134;Maipo;134;Maipo;134;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
653;13403;13403;13403;Calera de Tango;13403;13403;13403;Maipo;13403;134;Maipo;134;Maipo;134;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
652;13404;13404;13404;Paine;13404;13404;13404;Maipo;13404;134;Maipo;134;Maipo;134;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Sur;13;Metropolitano Sur;13
660;13501;13501;13501;Melipilla;13501;13501;13501;Melipilla;13501;135;Melipilla;135;Melipilla;135;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
663;13502;13502;13502;Alhué;13502;13502;13502;Melipilla;13502;135;Melipilla;135;Melipilla;135;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
662;13503;13503;13503;Curacaví;13503;13503;13503;Melipilla;13503;135;Melipilla;135;Melipilla;135;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
661;13504;13504;13504;María Pinto;13504;13504;13504;Melipilla;13504;135;Melipilla;135;Melipilla;135;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
664;13505;13505;13505;San Pedro;13505;13505;13505;Melipilla;13505;135;Melipilla;135;Melipilla;135;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
670;13601;13601;13601;Talagante;13601;13601;13601;Talagante  ;13601;136;Talagante  ;136;Talagante  ;136;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
673;13602;13602;13602;El Monte;13602;13602;13602;Talagante  ;13602;136;Talagante  ;136;Talagante  ;136;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
672;13603;13603;13603;Isla de Maipo;13603;13603;13603;Talagante  ;13603;136;Talagante  ;136;Talagante  ;136;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
674;13604;13604;13604;Padre Hurtado;13604;13604;13604;Talagante  ;13604;136;Talagante  ;136;Talagante  ;136;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
671;13605;13605;13605;Peñaflor;13605;13605;13605;Talagante  ;13605;136;Talagante  ;136;Talagante  ;136;Metropolitana de Santiago;13;Metropolitana de Santiago;13;Metropolitano Occidente;10;Metropolitano Occidente;10
999;99999;99999;99999;Ignorada;99999;99999;99999;Ignorada;99999;999;Ignorada;999;Ignorada;999;Ignorada;99;Ignorada;99;Ignorado;99;Ignorado;99
